,u,v,distance(m),street type,speed(km/h)
30313,3967630076,3967630082,19.0,1,15.0
30314,3967630076,3967630085,19.0,0,10.0
30315,3967630076,579492145,117.0,2,20.0
30316,3967630077,3967630071,23.0,1,15.0
30317,3967630077,2949357170,468.0,0,10.0
30318,3967630077,4264281404,206.0,1,15.0
30319,3967630078,3967630097,98.0,1,15.0
30320,3967630078,3967630067,36.0,1,15.0
30321,3967630078,3967630087,29.0,1,15.0
30322,3967630079,3967630063,68.0,1,15.0
30323,3967630079,3967630098,98.0,0,10.0
30324,3967630079,3967630089,28.0,2,20.0
30325,3967630082,3967630076,19.0,2,20.0
30326,3967630082,579492570,116.0,1,15.0
30327,3967630082,60096987,98.0,0,10.0
30328,3967630083,3967630073,23.0,2,20.0
30329,3967630083,579475339,282.0,1,15.0
30330,3967630085,3967630076,19.0,0,10.0
30331,3967630085,579490932,214.0,1,15.0
30332,3967630085,3967630100,98.0,1,15.0
30333,3967630087,60097042,71.0,2,20.0
30334,3967630087,3967630078,29.0,2,20.0
30335,3967630087,60097043,148.0,1,15.0
30336,3967630089,3967630099,71.0,2,20.0
30337,3967630089,3967630079,28.0,0,10.0
30338,3967630089,3967630059,113.0,1,15.0
30339,3967630090,3967630091,9.0,0,10.0
30340,3967630090,3967630092,15.0,0,10.0
30341,3967630090,3967630060,112.0,2,20.0
30342,3967630091,60096961,83.0,0,10.0
30343,3967630091,3967630090,9.0,1,15.0
30344,3967630091,3967630093,18.0,2,20.0
30345,3967630092,3967630090,15.0,1,15.0
30346,3967630092,3967630101,77.0,2,20.0
30347,3967630092,579490624,152.0,1,15.0
30348,3967630093,3967630091,18.0,1,15.0
30349,3967630093,3967630102,66.0,1,15.0
30350,3967630093,3967630066,105.0,1,15.0
30351,3967630095,4716795152,4.0,0,10.0
30353,3967630095,1288940374,14.0,1,15.0
30354,3967630095,1964023946,143.0,1,15.0
30355,3967630097,3967630078,98.0,2,20.0
30356,3967630098,3967630079,98.0,0,10.0
30357,3967630099,3967630089,71.0,2,20.0
30358,3967630100,3967630085,98.0,1,15.0
30359,3967630101,3967630092,77.0,1,15.0
30360,3967630102,3967630093,66.0,2,20.0
30361,3967630103,4264281398,88.0,2,20.0
30362,3967630107,4716795149,2.0,0,10.0
30364,3967630107,4716795747,45.0,0,10.0
30366,3967630107,4716795355,4.0,1,15.0
30367,3967630108,4716795701,5.0,1,15.0
30369,3967630108,4716795355,9.0,0,10.0
30370,3967630108,2442297430,151.0,1,15.0
30371,3967630111,4716795304,5.0,1,15.0
30372,3967630111,4716795186,23.0,1,15.0
30373,3967630111,3967630114,10.0,1,15.0
30374,3967630114,4716795186,20.0,1,15.0
30375,3967630114,4716795304,6.0,1,15.0
30376,3967630114,3967630111,10.0,0,10.0
30377,370752343,547568767,61.0,1,15.0
30378,370752343,547586920,97.0,1,15.0
30379,370752343,370752605,10.0,0,10.0
30380,1426668397,746909343,125.0,1,15.0
30381,628177776,628177784,120.0,1,15.0
30382,4518394737,30942260,40.0,1,15.0
30383,4518394737,3213655340,37.0,1,15.0
30384,628177784,628177517,41.0,1,15.0
30385,628177784,628176794,33.0,0,10.0
30386,628177784,628177776,120.0,0,10.0
30387,641022871,641022879,282.0,0,10.0
30388,370752408,3146808071,15.0,1,15.0
30389,370752408,547568767,58.0,1,15.0
30390,370752408,370751687,53.0,0,10.0
30391,641022879,581782215,31.0,1,15.0
30392,641022879,641022895,30.0,2,20.0
30393,641022879,641022871,282.0,0,10.0
30394,641022895,581778684,28.0,1,15.0
30395,641022895,641022879,30.0,1,15.0
30396,641022895,641023423,327.0,2,20.0
30397,581778402,581779584,25.0,0,10.0
30398,581778402,641024830,15.0,0,10.0
30399,581778402,581772949,57.0,1,15.0
30400,581778405,5301568574,12.0,2,20.0
30401,581778405,641024830,31.0,0,10.0
30402,581778405,5301568583,4.0,1,15.0
30403,581778405,5301568582,4.0,0,10.0
30404,581778425,641022265,35.0,0,10.0
30405,581778425,641022145,194.0,2,20.0
30406,581778425,581782794,23.0,2,20.0
30407,581778436,641022265,148.0,0,10.0
30408,628177929,628178567,93.0,0,10.0
30409,628177929,628171589,112.0,1,15.0
30410,628177929,628180404,30.0,2,20.0
30411,4362288151,4362288163,39.0,1,15.0
30412,370752533,547586916,59.0,0,10.0
30413,370752533,2358053632,82.0,1,15.0
30414,370752533,2358053626,14.0,2,20.0
30415,4362288153,1492169258,22.0,1,15.0
30416,4362288153,4362288163,5.0,1,15.0
30417,4362288163,4362288153,5.0,1,15.0
30418,4362288163,4362288151,39.0,2,20.0
30419,4362288163,1492169258,22.0,1,15.0
30420,251083833,580160001,14.0,1,15.0
30421,251083833,3790886018,32.0,1,15.0
30422,251083833,95554473,41.0,1,15.0
30423,1358380090,248266307,48.0,1,15.0
30424,1358380090,576843200,64.0,1,15.0
30425,1358380090,576868851,17.0,0,10.0
30426,1426013259,41675706,11.0,1,15.0
30427,1426013259,1668523241,103.0,2,20.0
30428,1426013259,1905004303,269.0,1,15.0
30429,3555802206,702351916,18.0,1,15.0
30430,3555802206,3790949312,17.0,0,10.0
30431,3555802207,3555802208,31.0,2,20.0
30432,3555802207,3555802866,84.0,1,15.0
30433,3555802208,3555802216,17.0,2,20.0
30434,3555802208,3555802214,25.0,0,10.0
30435,3555802211,3555802208,15.0,1,15.0
30436,3555802211,3555802207,28.0,2,20.0
30437,3555802212,581765225,16.0,1,15.0
30438,3555802212,702376470,4.0,1,15.0
30439,3555802212,3555802228,3.0,1,15.0
30440,3555802212,3555788059,320.0,1,15.0
30441,3555802214,3555802228,5.0,1,15.0
30442,3555802214,3555802216,21.0,0,10.0
30443,3555802216,3555802227,19.0,2,20.0
30444,224738413,2372885312,32.0,1,15.0
30445,3555802227,3555802206,9.0,1,15.0
30446,3555802227,3555802211,13.0,1,15.0
30447,3555802228,581765225,16.0,0,10.0
30448,3555802228,3555802212,3.0,1,15.0
30449,3555802228,3555802214,5.0,1,15.0
30450,3555802228,581765998,54.0,1,15.0
30451,3555802229,3555805912,11.0,1,15.0
30452,3555802229,301545449,17.0,1,15.0
30453,5316099197,4210161059,10.0,2,20.0
30454,5316099197,312718314,53.0,0,10.0
30457,395263098,552599908,17.0,1,15.0
30458,395263098,395252764,80.0,0,10.0
30459,224738431,222987367,82.0,2,20.0
30460,224738431,493051207,42.0,0,10.0
30461,224738431,2859255484,38.0,2,20.0
30462,547568767,370752408,58.0,1,15.0
30463,547568767,370752343,61.0,1,15.0
30464,547568767,3146808075,116.0,2,20.0
30465,330775681,137181091,31.0,1,15.0
30466,330775681,1725216536,11.0,2,20.0
30467,330775681,1492410199,117.0,1,15.0
30468,709966972,709966960,48.0,1,15.0
30470,709966972,1224869661,18.0,2,20.0
30471,709966972,1224869715,35.0,2,20.0
30472,547568785,3146808075,47.0,1,15.0
30473,547568785,3146808081,28.0,0,10.0
30474,224738452,224738431,244.0,1,15.0
30475,224738452,227316218,31.0,1,15.0
30476,224738452,227316012,49.0,0,10.0
30477,247020702,176736506,15.0,1,15.0
30478,224738476,222958329,17.0,2,20.0
30479,224738476,224761617,56.0,1,15.0
30480,224738476,224761775,40.0,2,20.0
30481,247020720,1985557933,16.0,1,15.0
30482,247020720,176736650,3.0,2,20.0
30483,247020723,6167344525,63.0,0,10.0
30484,247020723,247020730,42.0,1,15.0
30485,247020726,247020730,32.0,0,10.0
30486,247020726,247020737,4.0,0,10.0
30487,247020726,6167413252,31.0,1,15.0
30488,395263157,361268957,56.0,1,15.0
30489,395263157,361268955,31.0,1,15.0
30490,395263157,395252764,53.0,1,15.0
30491,547568822,547568830,40.0,2,20.0
30492,547568822,547568785,27.0,0,10.0
30493,247020730,247020726,32.0,1,15.0
30494,247020730,247020723,42.0,2,20.0
30495,247020730,5015518501,2.0,2,20.0
30496,5827673276,1833110269,11.0,1,15.0
30497,5827673276,591429485,15.0,1,15.0
30498,5827673276,591429491,15.0,1,15.0
30499,5827673276,2165149751,11.0,0,10.0
30500,247020733,5015518500,2.0,2,20.0
30501,547568830,547568822,40.0,1,15.0
30502,247020737,247020726,4.0,0,10.0
30503,547568845,547568858,56.0,1,15.0
30504,547568845,1449316618,107.0,2,20.0
30505,168377553,168396901,36.0,2,20.0
30506,168377553,168385919,28.0,0,10.0
30507,547568858,547568845,56.0,1,15.0
30508,547568872,241807189,42.0,0,10.0
30509,547568872,370751788,149.0,2,20.0
30510,547568872,547568885,75.0,0,10.0
30511,168377580,168398786,39.0,0,10.0
30512,3130997996,728165672,23.0,1,15.0
30515,3130997996,1124133088,136.0,1,15.0
30517,3130997996,3130995622,44.0,1,15.0
30518,547568885,547568872,75.0,2,20.0
30519,581778684,641022895,28.0,1,15.0
30520,581778684,581779017,27.0,0,10.0
30521,581778684,581781979,358.0,1,15.0
30522,1327054074,1327054103,7.0,2,20.0
30524,1327054074,605199036,23.0,1,15.0
30525,1327054074,1327054098,4.0,0,10.0
30526,1327054071,605199039,41.0,1,15.0
30528,1327054071,605199037,12.0,0,10.0
30530,1327054071,176668248,54.0,2,20.0
30531,1327054071,1327054109,11.0,2,20.0
30532,1327054079,589431885,51.0,1,15.0
30534,1327054079,1327054109,27.0,1,15.0
30536,1327054079,1327054084,24.0,1,15.0
30537,1327054079,1327098203,24.0,1,15.0
30538,1327054082,589431885,22.0,2,20.0
30540,1327054082,2776396944,85.0,1,15.0
30541,1327054082,2776396947,79.0,0,10.0
30542,1327054084,1327054103,20.0,2,20.0
30544,1327054084,1327098203,1.0,1,15.0
30545,1327054084,1327054079,24.0,2,20.0
30546,1327054087,176675254,82.0,1,15.0
30547,1327054088,1327054098,16.0,1,15.0
30549,1327054088,605199041,14.0,1,15.0
30551,1327054088,1327098203,6.0,0,10.0
30553,257506566,257506567,23.0,1,15.0
30555,257506566,257506564,15.0,1,15.0
30557,257506566,2462381376,2.0,1,15.0
30558,257506566,1879216504,24.0,1,15.0
30559,257506564,257506566,15.0,2,20.0
30561,257506564,2975211809,21.0,2,20.0
30563,257506567,257506568,15.0,1,15.0
30565,257506567,257506566,23.0,2,20.0
30567,547568911,547568985,82.0,0,10.0
30568,547568911,373003028,82.0,2,20.0
30569,1327054098,605199042,14.0,1,15.0
30570,1327054098,1327054088,16.0,1,15.0
30572,1327054098,1327054074,4.0,1,15.0
30573,257506570,257506569,10.0,0,10.0
30575,257506570,1879216504,18.0,1,15.0
30576,257506570,2353534943,25.0,1,15.0
30577,1327054103,605199037,13.0,1,15.0
30579,1327054103,1327054074,7.0,0,10.0
30581,1327054103,1327054084,20.0,2,20.0
30583,1327054109,1327054079,27.0,1,15.0
30585,1327054109,2776396932,76.0,0,10.0
30586,1327054109,1327054071,11.0,1,15.0
30587,257506582,257506561,14.0,1,15.0
30589,257506582,5646660249,6.0,1,15.0
30590,257506582,2353534942,33.0,2,20.0
30591,107167010,664379335,24.0,2,20.0
30593,107167010,664379117,31.0,2,20.0
30594,107167010,664378915,69.0,1,15.0
30595,107167028,107167047,15.0,1,15.0
30597,107167028,664379581,4.0,1,15.0
30599,107167028,664378900,2.0,1,15.0
30601,107167047,107167064,5.0,0,10.0
30603,107167047,107167028,15.0,1,15.0
30605,6206995797,331143092,11.0,0,10.0
30606,6206995797,1287239240,72.0,1,15.0
30607,107167064,664380023,21.0,0,10.0
30609,107167064,107167047,5.0,0,10.0
30611,547568985,547568911,82.0,0,10.0
30612,547568994,4693156399,131.0,2,20.0
30613,547568994,547569013,60.0,1,15.0
30614,257506658,2185303481,3.0,1,15.0
30615,257506658,1996608006,80.0,2,20.0
30616,257506658,363400142,23.0,2,20.0
30617,257506661,2353534945,15.0,2,20.0
30618,257506661,2353534938,7.0,0,10.0
30619,257506661,2353534946,15.0,1,15.0
30620,547569013,547568994,60.0,1,15.0
30621,6231506302,6231506317,28.0,1,15.0
30622,6231506302,6231506303,72.0,0,10.0
30623,6231506302,662736521,46.0,1,15.0
30624,6231506303,662736530,40.0,2,20.0
30625,6231506303,299892160,12.0,1,15.0
30626,6231506303,6231506302,72.0,0,10.0
30627,2377596302,294619847,4.0,2,20.0
30630,6231506319,6231506316,33.0,1,15.0
30631,6231506319,6231506320,19.0,0,10.0
30632,6231506319,847526399,24.0,0,10.0
30633,6231506316,6231506319,33.0,1,15.0
30634,6231506316,6231506317,28.0,1,15.0
30635,6231506316,6231506323,13.0,2,20.0
30636,6231506320,6231506319,19.0,1,15.0
30637,6231506320,662740989,49.0,0,10.0
30638,6231506320,6231506323,20.0,2,20.0
30639,6231506317,6231506316,28.0,1,15.0
30640,6231506317,6231506302,28.0,0,10.0
30641,6231506317,6231506324,13.0,1,15.0
30642,6231506323,6231506316,13.0,0,10.0
30643,6231506323,6231506324,28.0,1,15.0
30644,6231506323,6231506313,34.0,0,10.0
30645,6231506323,6231506320,20.0,0,10.0
30646,6231506324,6231506318,2.0,0,10.0
30647,6231506324,6231506317,13.0,1,15.0
30648,6231506324,6231506323,28.0,1,15.0
30649,547569041,547569034,43.0,1,15.0
30650,125386156,306381654,84.0,1,15.0
30651,125386156,137148242,192.0,1,15.0
30652,125386156,5785557614,50.0,1,15.0
30653,125386161,702376274,11.0,1,15.0
30654,125386161,781092815,331.0,2,20.0
30655,125386161,4633714544,6.0,0,10.0
30656,125386169,702363985,23.0,1,15.0
30658,125386169,306383398,28.0,1,15.0
30660,641023423,641022895,327.0,1,15.0
30661,2757574079,248746705,26.0,2,20.0
30662,2757574079,356083568,8.0,1,15.0
30663,2757574079,2757574082,69.0,0,10.0
30664,2757574082,2757574079,69.0,2,20.0
30665,125386189,702452232,14.0,1,15.0
30666,709967319,506049289,34.0,0,10.0
30668,709967319,506049291,43.0,1,15.0
30669,709967319,709967340,38.0,2,20.0
30670,709967337,709967340,40.0,1,15.0
30672,709967337,506049289,38.0,0,10.0
30674,709967337,710004546,23.0,2,20.0
30676,709967340,709967337,40.0,0,10.0
30678,709967340,506049282,20.0,0,10.0
30679,709967340,709967319,38.0,1,15.0
30680,3148693045,6207152063,31.0,0,10.0
30681,3148693045,3148693046,52.0,1,15.0
30682,3148693046,3148693045,52.0,1,15.0
30683,3148693047,3148693045,45.0,1,15.0
30684,3148693047,3148693048,59.0,2,20.0
30685,3148693048,3148693047,59.0,0,10.0
30686,3148693049,667681693,45.0,2,20.0
30687,3148693049,255059109,26.0,1,15.0
30688,3148693049,3148693050,10.0,0,10.0
30689,3148693050,3148693049,10.0,2,20.0
30690,3148693051,3148693053,44.0,1,15.0
30691,3148693051,6167413244,34.0,1,15.0
30692,3148693051,3148693052,14.0,0,10.0
30693,3148693052,3148693051,14.0,1,15.0
30694,3148693053,589306718,27.0,1,15.0
30695,3148693053,3148693051,44.0,2,20.0
30696,3148693053,3148693054,13.0,1,15.0
30697,3148693054,3148693053,13.0,1,15.0
30698,3148693055,6167413243,28.0,1,15.0
30699,3148693055,3148693056,13.0,0,10.0
30700,3148693056,3148693055,13.0,0,10.0
30701,3148693057,6167413258,5.0,1,15.0
30704,3148693058,595483778,42.0,1,15.0
30705,3148693058,598033520,33.0,2,20.0
30706,3148693058,598033519,26.0,1,15.0
30707,1833123396,282825893,4.0,1,15.0
30708,1833123397,282825905,6.0,1,15.0
30709,1833123398,781114182,29.0,1,15.0
30710,1833123398,282825841,12.0,0,10.0
30711,1833123399,1833123396,10.0,1,15.0
30712,1833123399,767737822,37.0,1,15.0
30713,1833123400,1686719009,11.0,1,15.0
30714,581779017,581778684,27.0,0,10.0
30715,581779017,581783899,57.0,1,15.0
30716,581779017,581784158,167.0,1,15.0
30717,5172837974,2692003113,11.0,1,15.0
30718,5172837974,2692003116,45.0,2,20.0
30719,5172837974,5172837975,26.0,1,15.0
30720,5172837975,5172837974,26.0,1,15.0
30721,304168536,107172451,54.0,2,20.0
30722,576824180,576824181,8.0,0,10.0
30723,576824180,600238649,13.0,0,10.0
30724,576824180,575472747,62.0,1,15.0
30725,576824181,576824180,8.0,2,20.0
30726,576824181,576840457,13.0,1,15.0
30727,576824181,576824195,135.0,1,15.0
30728,628178567,628177929,93.0,1,15.0
30729,628178567,579503991,200.0,0,10.0
30730,628178567,579504310,199.0,1,15.0
30731,317537930,6167357854,10.0,1,15.0
30732,317537930,26034668,14.0,2,20.0
30733,3555802859,3555788738,55.0,1,15.0
30734,3555802866,3555802868,19.0,1,15.0
30735,3555802866,3555788741,15.0,1,15.0
30736,3555802866,3555802207,84.0,1,15.0
30737,3555802868,3555788738,64.0,2,20.0
30739,3555802868,3555802866,19.0,0,10.0
30740,137182981,1985546060,13.0,1,15.0
30741,137182984,1985549820,13.0,1,15.0
30742,137182984,471341019,29.0,1,15.0
30743,137182987,677245570,15.0,0,10.0
30744,5827673889,4725301476,15.0,1,15.0
30745,5827673889,4725301475,10.0,1,15.0
30746,5827673889,298045595,77.0,0,10.0
30747,5827673889,298045598,120.0,2,20.0
30748,4909776694,248746926,35.0,1,15.0
30749,4909776694,2975297647,101.0,0,10.0
30750,4909776694,4909776700,171.0,2,20.0
30751,4909776695,250933652,45.0,1,15.0
30752,4909776695,681205570,47.0,1,15.0
30753,4909776695,4909776699,43.0,1,15.0
30754,4909776698,4909776699,28.0,1,15.0
30755,4909776699,4909776695,43.0,0,10.0
30756,4909776699,4909776700,44.0,1,15.0
30757,4909776699,4909776698,28.0,1,15.0
30758,4909776700,250933652,41.0,1,15.0
30759,4909776700,4909776702,39.0,1,15.0
30760,4909776700,4909776699,44.0,2,20.0
30761,4909776700,4909776694,171.0,2,20.0
30762,4909776701,4909776709,19.0,1,15.0
30763,4909776701,250933648,40.0,0,10.0
30764,4909776701,4909776702,38.0,1,15.0
30765,4909776702,4909776701,38.0,2,20.0
30766,4909776702,4909776700,39.0,1,15.0
30767,4909776702,4909776703,38.0,1,15.0
30768,4909776703,4909776702,38.0,1,15.0
30769,4909776709,250933649,32.0,1,15.0
30770,4909776709,4909776701,19.0,1,15.0
30771,4909776709,331419539,79.0,1,15.0
30772,4909776710,4909776714,192.0,0,10.0
30773,2191736649,591212042,9.0,1,15.0
30774,2191736649,2191736651,40.0,0,10.0
30775,2191736649,2191736653,44.0,0,10.0
30776,2191736650,591211496,9.0,1,15.0
30777,2191736650,2191736652,12.0,1,15.0
30778,2191736650,2191735057,5.0,1,15.0
30779,2191736650,2191736653,125.0,2,20.0
30780,2191736651,591212213,9.0,0,10.0
30781,2191736651,2191736652,30.0,2,20.0
30782,2191736651,2191736649,40.0,0,10.0
30783,2191736652,591212312,8.0,1,15.0
30784,2191736652,2191736650,12.0,2,20.0
30785,2191736652,2191736651,30.0,0,10.0
30786,2191736653,2191736649,44.0,0,10.0
30787,2191736653,2191735060,5.0,1,15.0
30788,2191736653,400812567,15.0,1,15.0
30789,2191736653,2191736650,125.0,2,20.0
30790,4909776715,331414893,130.0,1,15.0
30791,4909776715,4909776716,39.0,1,15.0
30792,4909776716,4909776715,39.0,0,10.0
30793,4909776716,4909777821,7.0,1,15.0
30794,4909776716,4909776718,33.0,1,15.0
30795,4909776714,250933640,28.0,2,20.0
30796,4909776714,4909776710,192.0,1,15.0
30797,4909776718,4909776719,17.0,0,10.0
30798,4909776718,443274306,29.0,0,10.0
30799,4909776718,4909776716,33.0,2,20.0
30800,4909776719,4909776718,17.0,1,15.0
30801,91963255,589306639,38.0,1,15.0
30802,702365654,702363476,9.0,0,10.0
30804,702365654,702373598,2.0,1,15.0
30805,702365654,702363477,14.0,1,15.0
30806,418987991,683138398,9.0,1,15.0
30807,418987991,580090245,70.0,1,15.0
30808,418987991,2457712022,134.0,1,15.0
30809,34160610,30943327,13.0,0,10.0
30810,34160610,767671823,29.0,0,10.0
30811,2189377507,4283908122,9.0,2,20.0
30812,2189377507,4283908121,9.0,2,20.0
30813,34160613,34160616,16.0,2,20.0
30814,34160613,5642310406,113.0,1,15.0
30815,2189377511,2096319051,32.0,1,15.0
30816,2189377511,5290706359,35.0,1,15.0
30817,34160616,30287414,13.0,0,10.0
30818,34160616,2766300598,106.0,1,15.0
30819,34160619,5096779236,6.0,1,15.0
30820,34160619,5096779234,17.0,2,20.0
30821,34160619,33238507,14.0,1,15.0
30822,2189377520,5290706354,6.0,1,15.0
30823,2189377521,2189377524,36.0,0,10.0
30824,2189377522,2189377521,7.0,2,20.0
30825,2189377522,5290706362,2.0,2,20.0
30826,2189377522,5290706364,3.0,1,15.0
30827,2189377523,3419344105,7.0,0,10.0
30828,2189377523,5290706358,11.0,1,15.0
30829,2189377524,2189382617,15.0,1,15.0
30830,2189377524,5290706353,5.0,0,10.0
30831,2189377524,5290706352,9.0,0,10.0
30832,2189377524,4283908123,31.0,0,10.0
30833,2189377528,4283908119,12.0,2,20.0
30834,2189377528,2189377522,8.0,0,10.0
30835,702365694,702365695,18.0,1,15.0
30837,702365694,702373335,8.0,2,20.0
30838,702365694,702373597,8.0,2,20.0
30839,702365695,702363473,8.0,1,15.0
30840,702365695,702365694,18.0,0,10.0
30842,702365695,702374476,15.0,2,20.0
30843,4283908114,2189358931,5.0,2,20.0
30844,4283908114,4297530213,245.0,2,20.0
30845,4283908115,30287465,25.0,2,20.0
30846,4283908115,4283908117,24.0,0,10.0
30847,4283908116,4283908117,5.0,0,10.0
30848,4283908116,4283908114,24.0,0,10.0
30849,4283908117,30287465,4.0,1,15.0
30850,4283908117,2279213588,10.0,2,20.0
30851,4283908118,6207152061,116.0,0,10.0
30852,4283908118,2096319051,29.0,1,15.0
30853,4283908119,4283908120,4.0,2,20.0
30854,4283908119,2189382612,28.0,2,20.0
30855,4283908120,5290706362,20.0,1,15.0
30856,4283908120,3419344109,16.0,1,15.0
30857,4283908121,2189377511,8.0,2,20.0
30858,4283908121,2189382619,22.0,1,15.0
30859,4283908122,4283908121,2.0,2,20.0
